,Расстояние
2515,1923
2516,2333
2517,1877
2518,3602
2519,1923
2520,1877
2521,1877
2522,1877
2523,1877
2524,1877
2525,2308
2526,44
2527,2333
2528,2333
2529,3602
2530,1877
2531,1877
2532,1877
2533,1877
2534,1877
2535,1877
2536,1877
2537,1877
2538,1877
2539,1877
2540,1877
2541,1877
2542,1877
2543,1877
2544,1877
2545,1877
2546,1877
2547,1877
2548,1923
2549,1923
2550,1877
2551,1877
2552,1877
2553,1877
2554,1877
2555,1877
2556,1877
2557,1877
2558,1877
2559,1877
2560,1877
2561,1877
2562,1877
2563,1877
2564,1877
2565,2194
2566,1877
2567,1877
2568,1877
2569,1877
2570,1877
2571,1877
2572,1877
2573,2024
2574,1877
2575,1877
2576,1697
2577,1697
2578,1877
2579,9307
2580,1877
2581,9307
2582,1877
2583,1877
2584,2194
2585,2194
2586,1877
2587,1923
2588,1877
2589,1923
2590,1877
2591,1877
2592,2333
2593,2782
2594,1877
2595,1877
2596,1877
2597,1877
2598,1877
2599,2333
2600,3602
2601,1877
2602,1877
2603,1450
2604,2194
2605,1450
2606,2194
2607,3602
2608,2333
2609,2333
2610,3602
2611,3602
2612,3602
2613,1877
2614,1877
2615,1877
2616,3602
2617,3602
2618,2194
2619,2194
2620,1877
2621,1877
2622,1877
2623,1877
2624,1877
2625,1877
2626,2194
2627,2194
2628,0
2629,3246
2630,3246
2631,2333
2632,1923
2633,1923
2634,1877
2635,1877
2636,2782
2637,2308
2638,2308
2639,3602
2640,1877
2641,3602
2642,1877
2643,1877
2644,1877
2645,1877
2646,3602
2647,3602
2648,2333
2649,1877
2650,2194
2651,2194
2652,0
2653,1877
2654,2732
2655,1877
2656,2732
2657,1877
2658,1877
2659,2732
2660,1877
2661,1877
2662,753
2663,755
2664,755
2665,1877
2666,1877
2667,1877
2668,1877
2669,1877
2670,2308
2671,2308
2672,3772
2673,1877
2674,1877
2675,1697
2676,1697
2677,1877
2678,1877
2679,2194
2680,2194
2681,2194
2682,2333
2683,2333
2684,3772
2685,1697
2686,1877
2687,1877
2688,1877
2689,1877
2690,1697
2691,1877
2692,1877
2693,1877
2694,1877
2695,1877
2696,2333
2697,3246
2698,3246
2699,1877
2700,1877
2701,1877
2702,1877
2703,1877
2704,1877
2705,2194
2706,2194
2707,1877
2708,2333
2709,1877
2710,1877
2711,1877
2712,1877
2713,1877
2714,1877
2715,1877
2716,2782
2717,1877
2718,2782
2719,2782
2720,1877
2721,1877
2722,2356
2723,2356
2724,0
2725,1877
2726,2308
2727,1877
2728,1877
2729,1877
2730,1877
2731,1877
2732,3772
2733,3772
2734,1877
2735,1877
2736,3772
2737,3772
2738,1834
2739,1877
2740,6489
2741,3772
2742,1697
2743,1877
2744,1877
2745,1877
2746,1877
2747,1877
2748,1877
2749,1877
2750,3772
2751,1877
2752,2194
2753,2333
2754,1877
2755,1877
2756,1877
2757,1877
2758,1877
2759,1877
2760,3175
2761,1877
2762,1877
2763,1877
2764,1877
2765,1877
2766,1877
2767,1877
2768,2333
2769,1697
2770,1697
2771,2333
2772,2333
2773,1877
2774,1877
2775,1877
2776,1877
2777,1877
2778,1877
2779,1877
2780,1877
2781,3772
2782,3772
2783,1877
2784,1877
2785,1877
2786,3246
2787,1877
2788,1877
2789,1877
2790,1877
2791,1877
2792,1877
2793,1877
2794,1877
2795,2333
2796,1877
2797,1877
2798,1877
2799,2333
2800,1877
2801,1877
2802,1877
2803,1877
2804,1877
2805,1834
2806,1877
2807,1877
2808,1877
2809,1877
2810,1877
2811,1877
2812,1877
2813,1877
2814,1877
2815,1877
2816,44
2817,44
2818,2476
2819,2476
2820,3602
2821,3602
2822,1923
2823,1877
2824,1877
2825,1877
2826,1877
2827,1877
2828,1877
2829,1877
2830,1877
2831,1877
2832,1877
2833,1877
2834,1877
2835,2333
2836,1877
2837,1877
2838,1877
2839,1877
2840,2356
2841,2356
2842,1697
2843,3602
2844,1877
2845,1877
2846,1877
2847,1877
2848,1877
2849,1877
2850,2356
2851,2356
2852,2356
2853,3602
2854,1877
2855,2146
2856,3602
2857,2356
2858,1877
2859,1877
2860,1877
2861,1877
2862,2356
2863,1877
2864,1877
2865,1923
2866,1877
2867,1877
2868,1877
2869,1877
2870,1877
2871,1877
2872,1877
2873,1877
2874,1877
2875,665
2876,1877
2877,2194
2878,2194
2879,1877
2880,1877
2881,1877
2882,2308
2883,1877
2884,1877
2885,2308
2886,2308
2887,2333
2888,1877
2889,1877
2890,1877
2891,1877
2892,1877
2893,2194
2894,1877
2895,1923
2896,1877
2897,1877
2898,1877
2899,1877
2900,1877
2901,1877
2902,2782
2903,2782
2904,2356
2905,2356
2906,1877
2907,1877
2908,1877
2909,1877
2910,1877
2911,1877
2912,1877
2913,6982
2914,6982
2915,1877
2916,1877
2917,1877
2918,1877
2919,1877
2920,3246
2921,1877
2922,6982
2923,1877
2924,1877
2925,1063
2926,1063
2927,3964
2928,3772
2929,3772
2930,1697
2931,3772
2932,3772
2933,1877
2934,2333
2935,2333
2936,1877
2937,1697
2938,1877
2939,1877
2940,3246
2941,3246
2942,3246
2943,1877
2944,0
2945,0
2946,1877
2947,6982
2948,6982
2949,1877
2950,1877
2951,1877
2952,3246
2953,3246
2954,3772
2955,3772
2956,3772
2957,1877
2958,1877
2959,1877
2960,1877
2961,3772
2962,3772
2963,1877
2964,1877
2965,3772
2966,1697
2967,1697
2968,3772
2969,1877
2970,1877
2971,1877
2972,1877
2973,1923
2974,1877
2975,3772
2976,1877
2977,1697
2978,1697
2979,1877
2980,2965
2981,2965
2982,1877
2983,1877
2984,2333
2985,1877
2986,1877
2987,1877
2988,1877
2989,1877
2990,1697
2991,1697
2992,1877
2993,1697
2994,1877
2995,2965
2996,2308
2997,2965
2998,2333
2999,2356
3000,2194
3001,2965
3002,1877
3003,2194
3004,1877
3005,1877
3006,1877
3007,6982
3008,1877
3009,6982
3010,1877
3011,1877
3012,6982
3013,6982
3014,1697
3015,1697
3016,2308
3017,2308
3018,2333
3019,2333
3020,0
3021,3772
3022,3772
3023,2194
3024,2194
3025,2965
3026,2965
3027,1877
3028,6982
3029,1877
3030,6982
3031,6982
3032,1877
3033,1877
3034,1877
3035,2333
3036,1877
3037,1834
3038,1834
3039,1877
3040,1834
3041,1877
3042,1877
3043,1877
3044,1877
3045,1877
3046,2308
3047,1877
3048,1877
3049,2308
3050,1877
3051,2333
3052,2356
3053,3246
3054,3246
3055,2308
3056,1877
3057,997
3058,997
3059,1697
3060,1877
3061,1923
3062,1923
3063,1877
3064,2732
3065,2732
3066,1877
3067,1877
3068,1877
3069,1962
3070,2333
3071,1877
3072,1877
3073,1877
3074,2333
3075,1877
3076,1877
3077,1877
3078,1877
3079,6982
3080,9307
3081,9307
3082,1877
3083,2333
3084,2308
3085,1877
3086,1877
3087,1877
3088,1877
3089,1877
3090,1877
3091,1877
3092,1697
3093,1877
3094,1877
3095,1877
3096,1877
3097,1877
3098,1877
3099,2333
3100,2333
3101,2194
3102,2194
3103,2333
3104,2194
3105,1877
3106,1877
3107,3772
3108,3772
3109,436
3110,436
3111,2333
3112,1834
3113,1877
3114,1877
3115,1877
3116,1877
3117,1877
3118,3772
3119,1877
3120,1877
3121,1877
3122,1877
3123,3602
3124,3602
3125,3602
3126,2782
3127,2782
3128,1877
3129,1877
3130,2194
3131,1877
3132,1877
3133,1877
3134,1877
3135,2194
3136,1877
3137,3602
3138,2333
3139,2333
3140,2194
3141,2194
3142,436
3143,1877
3144,1877
3145,1877
3146,1877
3147,1877
3148,3772
3149,1877
3150,1877
3151,1877
3152,1877
3153,1834
3154,2333
3155,2333
3156,2333
3157,436
3158,436
3159,436
3160,2194
3161,2194
3162,1877
3163,1877
3164,2146
3165,2146
3166,2146
3167,2356
3168,1877
3169,1877
3170,1877
3171,3772
3172,2194
3173,2194
3174,3772
3175,2194
3176,2194
3177,1877
3178,1877
3179,1877
3180,1877
3181,1877
3182,1877
3183,1877
3184,1877
3185,1877
3186,1877
3187,1877
3188,1877
3189,3602
3190,1877
3191,1877
3192,1877
3193,1877
3194,1877
3195,1877
3196,2732
3197,1923
3198,1877
3199,1877
3200,2194
3201,1877
3202,1877
3203,1877
3204,2308
3205,2308
3206,1877
3207,2333
3208,2333
3209,1877
3210,1877
3211,1877
3212,1877
3213,2356
3214,1877
3215,1877
3216,1877
3217,3772
3218,3772
3219,1877
3220,1877
3221,1877
3222,3772
3223,3772
3224,1877
3225,1877
3226,3772
3227,1877
3228,1877
3229,1877
3230,1877
3231,1923
3232,1923
3233,2333
3234,2333
3235,2333
3236,3246
3237,3602
3238,3246
3239,3602
3240,3602
3241,1877
3242,1877
3243,1877
3244,1877
3245,1877
3246,1877
3247,1877
3248,1877
3249,1877
3250,1697
3251,436
3252,1877
3253,1877
3254,1877
3255,1877
3256,2333
3257,1877
3258,2194
3259,2333
3260,1877
3261,1877
3262,1877
3263,1877
3264,1877
3265,1877
3266,1877
3267,1697
3268,1697
3269,1877
3270,1877
3271,1877
3272,1877
3273,1877
3274,2194
3275,1923
3276,1923
3277,3602
3278,3602
3279,3602
3280,1877
3281,1877
3282,1877
3283,1877
3284,2356
3285,1877
3286,1877
3287,1877
3288,1877
3289,1877
3290,1877
3291,1877
3292,1877
3293,1877
3294,1877
3295,1877
3296,1877
3297,1877
3298,1877
3299,1877
3300,1877
3301,1877
3302,1877
3303,1877
3304,2356
3305,2356
3306,1877
3307,1877
3308,1877
3309,1877
3310,1877
3311,2333
3312,2333
3313,2333
3314,3772
3315,3772
3316,1877
3317,1877
3318,1877
3319,2333
3320,1877
3321,436
3322,436
3323,436
3324,1877
3325,2732
3326,2732
3327,3246
3328,2333
3329,1877
3330,1877
3331,1877
3332,1877
3333,1877
3334,1877
3335,1877
3336,1877
3337,1877
3338,1697
3339,1877
3340,1877
3341,2333
3342,1877
3343,1877
3344,2333
3345,3602
3346,1877
3347,1877
3348,1877
3349,1877
3350,1877
3351,2356
3352,1877
3353,1877
3354,1877
3355,1877
3356,1877
3357,1877
3358,1877
3359,2308
3360,2670
3361,2194
3362,2194
3363,2194
3364,2194
3365,1877
3366,1877
3367,2333
3368,1877
3369,436
3370,436
3371,1877
3372,1877
3373,1697
3374,1697
3375,1624
3376,1877
3377,1877
3378,3602
3379,3602
3380,1877
3381,1877
3382,1877
3383,1877
3384,2732
3385,6489
3386,6489
3387,2356
3388,1877
3389,1877
3390,1877
3391,1877
3392,1877
3393,1877
3394,1877
3395,1877
3396,3602
3397,1877
3398,436
3399,1877
3400,1877
3401,436
3402,436
3403,2356
3404,1877
3405,1877
3406,1221
3407,1877
3408,1877
3409,1877
3410,1877
3411,1877
3412,1877
3413,1877
3414,1877
3415,1877
3416,1877
3417,2356
3418,1877
3419,1877
3420,1877
3421,1877
3422,1877
3423,1877
3424,1877
3425,1877
3426,3602
3427,3602
3428,1877
3429,1877
3430,1877
3431,1877
3432,1877
3433,1877
3434,1877
3435,1877
3436,1877
3437,1877
3438,1877
3439,3602
3440,1877
3441,1962
3442,1877
3443,1877
3444,1877
3445,1877
3446,1877
3447,1877
3448,1877
3449,1877
3450,1877
3451,1877
3452,1877
3453,1877
3454,2194
3455,1877
3456,1877
3457,1877
3458,1877
3459,1877
3460,2333
3461,1877
3462,1877
3463,1877
3464,1877
3465,1877
3466,1877
3467,1877
3468,3602
3469,1877
3470,2194
3471,1877
3472,1877
3473,3602
3474,3602
3475,1877
3476,1877
3477,1877
3478,0
3479,0
3480,0
3481,0
3482,0
3483,0
3484,0
3485,0
3486,0
3487,1877
3488,1877
3489,2333
3490,2333
3491,2356
3492,2356
3493,1877
3494,1877
3495,1877
3496,1877
3497,1877
3498,1877
3499,2333
3500,2333
3501,1877
3502,1697
3503,2356
3504,1877
3505,1877
3506,1877
3507,1877
3508,1923
3509,1923
3510,1923
3511,1877
3512,1877
3513,2732
3514,2732
3515,1877
3516,1877
3517,1877
3518,1877
3519,1877
3520,2194
3521,1877
3522,1877
3523,1877
3524,1877
3525,1877
3526,1877
3527,1877
3528,1877
3529,1877
3530,1877
3531,2356
3532,2356
3533,3602
3534,3602
3535,1877
3536,2194
3537,2194
3538,1877
3539,1697
3540,1697
3541,1877
3542,1877
3543,1877
3544,1877
3545,1877
3546,2146
3547,2333
3548,2333
3549,1877
3550,1877
3551,1877
3552,1877
3553,1877
3554,1877
3555,1877
3556,1877
3557,1877
3558,436
3559,436
3560,1877
3561,1877
3562,1877
3563,1877
3564,3602
3565,3602
3566,1877
3567,1877
3568,1877
3569,2194
3570,2194
3571,2194
3572,1923
3573,1923
3574,1923
3575,1923
3576,1877
3577,1877
3578,1877
3579,1877
3580,2356
3581,2356
3582,1877
3583,1877
3584,1877
3585,3246
3586,1877
3587,1877
3588,1877
3589,1877
3590,755
3591,755
3592,755
3593,1877
3594,1877
3595,1877
3596,3602
3597,1877
3598,1877
3599,1877
3600,1877
3601,1877
3602,436
3603,436
3604,1877
3605,2356
3606,2965
3607,2356
3608,1877
3609,1877
3610,1877
3611,1877
3612,1877
3613,1877
3614,1877
3615,1877
3616,1877
3617,1877
3618,1877
3619,1877
3620,1877
3621,3602
3622,2333
3623,1923
3624,1923
3625,3772
3626,3772
3627,1877
3628,1697
3629,1877
3630,3602
3631,3602
3632,1877
3633,1877
3634,1877
3635,1697
3636,2732
3637,2732
3638,1877
3639,2700
3640,2700
3641,1877
3642,1877
3643,1877
3644,1877
3645,1877
3646,1877
3647,2333
3648,2333
3649,1877
3650,1877
3651,1877
3652,1877
3653,1877
3654,1877
3655,1877
3656,1877
3657,1877
3658,1877
3659,1877
3660,1877
3661,2308
3662,2308
3663,1877
3664,1877
3665,1877
3666,1877
3667,1877
3668,1877
3669,1877
3670,1877
3671,3772
3672,1877
3673,1877
3674,2333
3675,1877
3676,1877
3677,1877
3678,3772
3679,3772
3680,1877
3681,1877
3682,1834
3683,1877
3684,1877
3685,1697
3686,1697
3687,1877
3688,1877
3689,1877
3690,1877
3691,3772
3692,2356
3693,2356
3694,1877
3695,1877
3696,1877
3697,3246
3698,3246
3699,1877
3700,1877
3701,1877
3702,1877
3703,1877
3704,1877
3705,1877
3706,1877
3707,2333
3708,638
3709,2044
3710,3772
3711,1877
3712,1877
3713,3772
3714,3772
3715,1877
3716,1877
3717,1877
3718,2308
3719,2308
3720,3964
3721,1877
3722,1877
3723,2333
3724,2333
3725,3772
3726,2333
3727,2732
3728,1877
3729,1877
3730,1877
3731,1877
3732,1877
3733,2732
3734,2732
3735,1877
3736,1877
3737,3772
3738,3772
3739,0
3740,0
3741,2732
3742,3772
3743,755
3744,755
3745,6982
3746,1877
3747,1877
3748,1697
3749,6982
3750,6982
3751,1877
3752,1877
3753,2732
3754,0
3755,3552
3756,3552
3757,1877
3758,0
3759,0
3760,2308
3761,2308
3762,9537
3763,2194
3764,2194
3765,1697
3766,1697
3767,3602
3768,1877
3769,1877
3770,1877
3771,3772
3772,3772
3773,1877
3774,1877
3775,1877
3776,1877
3777,9537
3778,1877
3779,1877
3780,0
3781,0
3782,0
3783,3772
3784,755
3785,1877
3786,3964
3787,3964
3788,1877
3789,1877
3790,1877
3791,1877
3792,1877
3793,1877
3794,1877
3795,1877
3796,1877
3797,1877
3798,1877
3799,1877
3800,1361
3801,1361
3802,80
3803,80
3804,80
3805,80
3806,1361
3807,1361
3808,2194
3809,2194
3810,1877
3811,1877
3812,3602
3813,1877
3814,4395
3815,4395
3816,2308
3817,0
3818,2308
3819,0
3820,0
3821,1877
3822,1877
3823,1361
3824,1361
3825,2333
3826,2356
3827,2356
3828,1877
3829,1877
3830,1877
3831,1450
3832,1450
3833,1877
3834,1877
3835,1877
3836,1877
3837,1877
3838,1877
3839,1877
3840,6982
3841,6982
3842,6982
3843,2732
3844,1877
3845,1877
3846,1877
3847,1877
3848,2782
3849,1877
3850,1877
3851,1877
3852,1877
3853,1877
3854,2356
3855,1877
3856,1877
3857,1923
3858,1877
3859,1877
3860,1923
3861,1923
3862,1877
3863,2732
3864,1877
3865,1877
3866,1877
3867,1877
3868,2356
3869,2402
3870,1877
3871,2333
3872,2333
3873,1923
3874,1877
3875,2083
3876,2356
3877,2083
3878,2356
3879,1877
3880,1877
3881,1877
3882,1877
3883,1877
3884,1877
3885,1877
3886,1877
3887,1877
3888,1877
3889,1877
3890,1877
3891,1877
3892,2333
3893,1877
3894,1877
3895,3246
3896,3246
3897,1877
3898,1877
3899,2333
3900,2333
3901,2333
3902,1877
3903,1877
3904,1877
3905,1877
3906,2333
3907,2333
3908,3602
3909,3602
3910,3602
3911,3602
3912,2083
3913,1697
3914,2083
3915,1877
3916,2732
3917,2732
3918,3175
3919,2194
3920,2194
3921,2194
3922,1877
3923,1877
3924,436
3925,6982
3926,1877
3927,2308
3928,2308
3929,2333
3930,2333
3931,1877
3932,1877
3933,2194
3934,6982
3935,1697
3936,1697
3937,1877
3938,1877
3939,1877
3940,1877
3941,1877
3942,1877
3943,493
3944,493
3945,1877
3946,1877
3947,1877
3948,1877
3949,2333
3950,2333
3951,1877
3952,1877
3953,1923
3954,2194
3955,2333
3956,2333
3957,2333
3958,2333
3959,2333
3960,1877
3961,1877
3962,3772
3963,3772
3964,1877
3965,1877
3966,2356
3967,1877
3968,1877
3969,2356
3970,2356
3971,1877
3972,1877
3973,2333
3974,2333
3975,1877
3976,1877
3977,2194
3978,2194
3979,3602
3980,3602
3981,1697
3982,1697
3983,1877
3984,1877
3985,1877
3986,2356
3987,1697
3988,1697
3989,2333
3990,2333
3991,2308
3992,2308
3993,1877
3994,1877
3995,1877
3996,1877
3997,1923
3998,1923
3999,2333
4000,1877
4001,1877
4002,1877
4003,6982
4004,6982
4005,6982
4006,2333
4007,1877
4008,1834
4009,1834
4010,1877
4011,1877
4012,1221
4013,1877
4014,3772
4015,3772
4016,1697
4017,1697
4018,2333
4019,1877
4020,2194
4021,1877
4022,1877
4023,1877
4024,1877
4025,1877
4026,1877
4027,1877
4028,2333
4029,2333
4030,1877
4031,1877
4032,1877
4033,1877
4034,1877
4035,1877
4036,1877
4037,1877
4038,1877
4039,3772
4040,2333
4041,2333
4042,1877
4043,2333
4044,2333
4045,2333
4046,1877
4047,1877
4048,2782
4049,1877
4050,1877
4051,2732
4052,1877
4053,1877
4054,1877
4055,1834
4056,1877
4057,436
4058,2308
4059,436
4060,2333
4061,2333
4062,1877
4063,1877
4064,1877
4065,1877
4066,1877
4067,1877
4068,1877
4069,1877
4070,2333
4071,2333
4072,2333
4073,2308
4074,3772
4075,3772
4076,1877
4077,2965
4078,1450
4079,1450
4080,1877
4081,1877
4082,2732
4083,1877
4084,1923
4085,2333
4086,1877
4087,1877
4088,2308
4089,1877
4090,1877
4091,1877
4092,1877
4093,2965
4094,2965
4095,1877
4096,1877
4097,1877
4098,1877
4099,1877
4100,2333
4101,1877
4102,1877
4103,2194
4104,1877
4105,1877
4106,1697
4107,1697
4108,1877
4109,1877
4110,1877
4111,1877
4112,1877
4113,1877
4114,1877
4115,1877
4116,1877
4117,1923
4118,1923
4119,1877
4120,4596
4121,4596
4122,2356
4123,1877
4124,1877
4125,1877
4126,6982
4127,2732
4128,2732
4129,2356
4130,2356
4131,1877
4132,1877
4133,91
4134,91
4135,1877
4136,1877
4137,2308
4138,2308
4139,1877
4140,1877
4141,1877
4142,1877
4143,1877
4144,2308
4145,2308
4146,2308
4147,2308
4148,3772
4149,3772
4150,1877
4151,1877
4152,1877
4153,1834
4154,1834
4155,1877
4156,44
4157,3772
4158,3772
4159,1877
4160,1877
4161,1877
4162,2146
4163,2146
4164,3263
4165,3263
4166,3263
4167,1877
4168,1877
4169,1877
4170,2333
4171,1624
4172,1624
4173,1923
4174,1923
4175,1877
4176,1877
4177,1877
4178,1877
4179,1877
4180,1877
4181,1877
4182,1877
4183,1877
4184,2356
4185,1877
4186,1877
4187,1877
4188,1877
4189,1697
4190,1877
4191,2333
4192,2333
4193,1877
4194,1877
4195,1877
4196,1877
4197,1877
4198,1877
4199,1877
4200,1877
4201,1877
4202,1877
4203,2333
4204,2356
4205,2356
4206,2356
4207,1877
4208,1877
4209,2356
4210,1877
4211,1877
4212,1877
4213,1877
4214,1877
4215,2333
4216,2333
4217,2333
4218,1877
4219,3246
4220,3246
4221,44
4222,44
4223,1877
4224,1877
4225,1923
4226,1923
4227,2732
4228,2732
4229,1877
4230,2476
4231,2476
4232,2476
4233,1834
4234,1877
4235,1877
4236,3772
4237,3772
4238,1877
4239,1877
4240,1877
4241,1877
4242,2333
4243,2333
4244,1877
4245,2146
4246,2333
4247,1877
4248,2333
4249,2333
4250,2333
4251,2333
4252,2333
4253,2333
4254,2333
4255,2333
4256,2333
4257,1877
4258,1877
4259,1877
4260,1877
4261,1877
4262,1877
4263,1877
4264,1877
4265,1877
4266,1877
4267,1877
4268,1877
4269,2333
4270,2333
4271,2333
4272,84
4273,997
4274,997
4275,2194
4276,2333
4277,1877
4278,1877
4279,1877
4280,1877
4281,1877
4282,1877
4283,3772
4284,1877
4285,1877
4286,2333
4287,2333
4288,1923
4289,9307
4290,1877
4291,1877
4292,1877
4293,1877
4294,1877
4295,2333
4296,2333
4297,1877
4298,1877
4299,1877
4300,1877
4301,1877
4302,1877
4303,1877
4304,2732
4305,6982
4306,6982
4307,2333
4308,2333
4309,2333
4310,2333
4311,2661
4312,2661
4313,1877
4314,1877
4315,1877
4316,1877
4317,1877
4318,1877
4319,1877
4320,1300
4321,1300
4322,2356
4323,2356
4324,2670
4325,2670
4326,1361
4327,1361
4328,1945
4329,1945
4330,1877
4331,1877
4332,1877
4333,1877
4334,3602
4335,3602
4336,1877
4337,2782
4338,1877
4339,1877
4340,2333
4341,436
4342,436
4343,2782
4344,2782
4345,1877
4346,1877
4347,1877
4348,1877
4349,1877
4350,1877
4351,2732
4352,2732
4353,1877
4354,1697
4355,1697
4356,1877
4357,1877
4358,1877
4359,1877
4360,1877
4361,3772
4362,3772
4363,3772
4364,1877
4365,1877
4366,1877
4367,1877
4368,3772
4369,3772
4370,1877
4371,1877
4372,2333
4373,1877
4374,2194
4375,2194
4376,1877
4377,2333
4378,4596
4379,4596
4380,1877
4381,3602
4382,2333
4383,3246
4384,3602
4385,2333
4386,3602
4387,3602
4388,1877
4389,1877
4390,1877
4391,1877
4392,1877
4393,2308
4394,2308
4395,2194
4396,2194
4397,3602
4398,3602
4399,1877
4400,2333
4401,1697
4402,1697
4403,2965
4404,2965
4405,3246
4406,1877
4407,1877
4408,1877
4409,1877
4410,1877
4411,2333
4412,1877
4413,6982
4414,6982
4415,2308
4416,2308
4417,3246
4418,2356
4419,2356
4420,2194
4421,2194
4422,1877
4423,1877
4424,1877
4425,1877
4426,1877
4427,1877
4428,1877
4429,1877
4430,2782
4431,1877
4432,1877
4433,1877
4434,1877
4435,1877
4436,1877
4437,1877
4438,2333
4439,1877
4440,1877
4441,1877
4442,2356
4443,2356
4444,80
4445,80
4446,3602
4447,3602
4448,3246
4449,1697
4450,1877
4451,1877
4452,1877
4453,1877
4454,1877
4455,1877
4456,2333
4457,2333
4458,1877
4459,2333
4460,1877
4461,1877
4462,1877
4463,1877
4464,1877
4465,2333
4466,2333
4467,2146
4468,2146
4469,2146
4470,1923
4471,1877
4472,1877
4473,1877
4474,1877
4475,1877
4476,1877
4477,1877
4478,1877
4479,1877
4480,1877
4481,2333
4482,2333
4483,1923
4484,1877
4485,1877
4486,2333
4487,2333
4488,1877
4489,3772
4490,1877
4491,1877
4492,1877
4493,2356
4494,2356
4495,3602
4496,3602
4497,1877
4498,1877
4499,1834
4500,1834
4501,1877
4502,1877
4503,3602
4504,3602
4505,1877
4506,1877
4507,1877
4508,1877
4509,1877
4510,2670
4511,2269
4512,2269
4513,2356
4514,2356
4515,2782
4516,2356
4517,2356
4518,2194
4519,1877
4520,1361
4521,1361
4522,1361
4523,2356
4524,2356
4525,2356
4526,1877
4527,1877
4528,1877
4529,1877
4530,1877
4531,1877
4532,1877
4533,1877
4534,1877
4535,2333
4536,2333
4537,2356
4538,1877
4539,1877
4540,1834
4541,1834
4542,1877
4543,1877
4544,1877
4545,1877
4546,1962
4547,1877
4548,1962
4549,2356
4550,2356
4551,3602
4552,3602
4553,2782
4554,2356
4555,2782
4556,1877
4557,1877
4558,2356
4559,2356
4560,2356
4561,6982
4562,1877
4563,1877
4564,1877
4565,1877
4566,1877
4567,2333
4568,2356
4569,2356
4570,1877
4571,1877
4572,1877
4573,1877
4574,1877
4575,1877
4576,1877
4577,1877
4578,2333
4579,1877
4580,1877
4581,1877
4582,1877
4583,1877
4584,1877
4585,1877
4586,1923
4587,1923
4588,2333
4589,2333
4590,1877
4591,1877
4592,1877
4593,1877
4594,2194
4595,1877
4596,2333
4597,2333
4598,2333
4599,2782
4600,2782
4601,1877
4602,1877
4603,2333
4604,1877
4605,1877
4606,2333
4607,1877
4608,1877
4609,9537
4610,9537
4611,1877
4612,1877
4613,2333
4614,1877
4615,2356
4616,2356
4617,2356
4618,2356
4619,1877
4620,1877
4621,2782
4622,1877
4623,3246
4624,1877
4625,2333
4626,2333
4627,2333
4628,2333
4629,1877
4630,1877
4631,1877
4632,1877
4633,436
4634,1877
4635,1877
4636,1697
4637,1877
4638,1697
4639,1877
4640,1877
4641,1877
